x,y,target
-1.53037,-2.11116,9
-1.06452,1.69303,2
-2.33868,-0.08555,9
-1.56552,-3.10485,9
-0.88355,0.89410,8
-0.12525,-3.32542,9
0.28027,-1.91180,6
0.06723,1.17970,3
1.71287,-0.69755,6
-1.98079,-1.68481,4
-1.66588,-0.91329,6
0.47510,-1.65257,2
-1.31754,-2.86102,9
-3.78217,1.81113,1
2.59467,1.67764,2
2.91887,1.44197,0
4.75063,3.25772,5
0.23933,-3.78874,9
-1.08100,4.18305,2
0.28574,-3.45193,7
-2.20412,-2.10649,7
1.15160,-1.05500,2
0.35872,0.18234,8
-1.45176,0.55119,8
1.23095,1.89446,5
6.02157,-1.02816,0
0.85917,0.12884,6
8.27819,0.12498,0
1.93550,0.27530,0
-0.26590,0.37826,2
-1.63789,-0.74877,9
3.53722,1.35540,0
-0.02611,-2.11857,4
-0.52108,-2.68508,7
-1.59125,0.41003,7
-3.29263,1.64193,1
0.41884,1.13685,5
-0.29359,-0.78377,7
0.18726,-2.86994,9
0.94147,-4.10228,4
-0.90652,-1.60368,6
-2.41226,2.37753,1
0.43387,1.14556,5
-2.83036,-1.49086,7
0.64815,0.05479,6
0.32961,0.87492,5
2.69738,1.14743,0
1.83674,-2.14529,4
1.22571,-1.04501,8
-0.38514,1.05992,7
-0.41658,0.71926,6
-3.35278,2.42581,1
-2.83441,1.79680,8
-2.42705,-2.42063,7
-0.37752,2.82670,3
0.08904,-3.69872,7
-0.70484,0.26659,3
-3.58815,2.02121,1
4.97055,-1.19574,0
-1.80110,2.53375,3
-0.93727,-1.57907,4
-1.66992,-0.38551,5
-0.68138,-2.31589,4
2.64496,1.83169,0
1.60433,-0.32957,5
-0.18531,-1.88101,4
0.93914,0.30999,0
-0.13760,2.31449,3
0.18013,0.22336,5
-3.43998,3.06335,1
3.22463,1.29524,0
-0.99952,-0.08952,8
2.07517,3.71717,3
-0.97687,-2.50618,7
3.56774,0.50978,0
-2.08390,-1.09131,9
3.51334,-1.48721,6
-0.79833,0.73728,6
-1.75940,-1.90655,9
-1.03515,-0.45908,5
0.13531,-4.20069,4
-2.91768,1.23432,6
-1.75618,-1.83608,9
-2.05494,1.09512,3
0.19215,2.24449,5
1.55319,-1.17205,4
3.13955,0.95663,2
0.70639,-1.56499,4
-0.99352,0.32245,8
-0.81263,-0.23855,7
-2.82108,-0.14133,7
-0.48135,1.63971,5
-1.63534,-0.13443,8
1.58969,1.08418,8
0.31118,1.23901,8
-0.09971,0.99548,2
1.33582,0.13656,6
-1.72782,-1.96944,9
-0.07374,2.78561,3
-3.71619,1.89144,1
2.18686,0.58903,0
-0.44165,-2.17703,4
-2.82458,2.75909,1
0.63482,0.79597,5
2.62496,-3.93308,9
5.30118,0.02544,0
1.68104,-1.99216,6
-2.45557,1.08115,2
-0.35225,-0.09328,1
-3.06844,-1.06744,3
2.41873,0.37679,0
1.51143,1.42976,6
1.80191,-0.12741,0
3.95015,0.20643,0
0.64583,-1.05336,8
0.33637,1.88279,3
0.30423,1.50801,2
4.26829,0.62076,0
0.08225,0.50955,0
1.81357,-0.67564,6
5.96532,0.59335,0
4.14155,0.42537,0
1.34791,-1.53113,4
-0.83583,-3.85819,7
2.12247,-0.65436,2
-1.50630,-1.96838,7
-3.40341,0.88447,1
-1.85237,-2.63417,9
-2.22284,-0.99429,9
-1.02272,2.55667,3
-0.74450,-3.33960,9
2.89801,0.27673,8
-0.56780,-1.40303,4
-2.37255,1.33558,6
0.71380,1.03571,6
-2.82825,2.27190,5
0.27149,1.23261,3
1.62858,0.14299,8
-3.81577,2.08397,1
-1.82668,1.35851,8
-2.12131,-2.19030,7
-3.42150,3.34405,1
-0.33186,3.27687,3
-1.11583,-3.63407,7
0.68408,-0.21293,6
-0.19026,2.68556,3
2.50786,-0.68046,6
-0.68888,2.82687,3
1.20667,-2.04003,6
0.67895,2.73672,3
-2.21317,0.41034,2
-2.44840,1.01463,3
-0.96440,0.49214,2
-0.57096,3.20947,2
1.11901,-3.36792,7
-1.17211,-1.52165,9
1.43750,5.47705,2
4.04720,3.69769,3
2.25120,1.67652,2
-1.06398,-2.29966,7
0.16918,2.44882,5
-1.67750,-0.42746,5
-0.04147,0.96701,8
-0.53418,-2.01777,8
-1.45756,3.16392,2
7.12727,1.31641,0
-2.92605,2.93575,1
0.68218,-4.38647,4
0.39675,-1.38335,0
1.12286,1.49658,6
2.74825,2.38263,3
-2.18551,-1.69241,7
-3.26577,2.06064,1
-3.27936,0.67910,1
-3.53898,2.63518,1
2.10645,-4.31988,4
-0.86789,-3.74694,7
3.69018,1.66480,0
1.47359,3.43027,2
-2.15744,-2.47063,9
0.29442,4.59289,2
4.65524,1.06394,0
1.10079,-0.13310,5
3.13940,-0.84416,6
3.51769,0.25699,0
0.39285,0.90089,8
-0.63576,-1.55275,9
2.36342,0.21118,6
-1.66359,3.74987,2
5.17380,1.16229,0
4.11584,-1.10787,0
-1.54268,-3.54017,7
1.63459,0.91961,2
4.21165,1.44370,0
2.48633,-3.65532,4
0.08409,2.46127,2
3.78545,0.36313,0
-1.15786,-2.94063,9
-3.73149,1.77041,1
0.71872,-0.08931,6
-1.97423,-1.92338,9
-0.21780,1.96598,3
3.02655,1.84524,0
6.85776,2.79987,0
-1.19856,3.83752,2
7.09281,2.19163,0
-1.11099,-1.36339,6
-1.74517,1.08111,8
3.37656,-4.00658,4
4.56793,0.80650,0
-1.20235,-1.50151,7
-2.42959,0.55859,2
-2.78786,0.66224,1
-1.84224,-2.65187,9
1.65019,1.37438,5
2.10356,0.89261,2
-0.44008,-1.05342,4
-1.15623,1.04203,8
2.25400,-0.09298,5
2.63645,0.68027,2
-0.12754,-2.41515,9
-1.73057,-2.92053,7
0.89077,-1.24463,9
0.00386,1.54008,2
-2.25423,-1.42585,9
-0.60964,-3.34889,7
1.05224,-2.07624,4
-0.03936,-2.26381,9
1.05652,3.00792,3
2.21504,-0.00284,2
-2.31405,1.18151,7
-0.68013,1.24946,3
-0.12643,-0.01435,6
2.81851,4.18877,3
0.44673,1.79022,6
1.63230,1.91924,8
2.56655,-1.16098,8
1.37739,1.24058,3
-2.12750,-1.26624,7
3.69708,1.51338,0
-0.89826,-3.14823,9
1.26493,3.08909,2
-0.14292,-2.04681,7
-1.50021,-2.17054,9
6.08109,0.36851,0
-1.70558,-0.04838,5
1.26227,-3.94899,4
1.79836,2.71906,5
-0.04480,2.04239,8
-0.77054,-2.75518,4
0.97141,3.60377,3
0.36339,2.49942,3
-3.25872,0.86662,1
-2.08322,-3.19690,7
0.61463,-1.26362,8
-0.27403,-4.60649,9
-1.86492,-2.56191,7
-1.82087,0.51000,6
2.44931,1.66829,2
-3.10204,1.61387,1
-1.07236,-3.49124,7
4.38110,-0.81954,0
0.40085,0.88007,5
-1.86408,0.80261,6
1.89933,2.08338,5
-1.72856,2.22261,2
0.90141,-1.64367,9
4.17705,1.07270,5
-2.12156,-0.95201,4
2.68366,-1.92258,6
2.61773,1.34142,2
3.77536,-0.18516,2
0.45378,1.34484,2
-0.93270,-2.02882,9
5.55232,1.87977,0
1.61298,-3.94126,7
-1.95907,-0.56523,7
-1.97642,2.91270,2
2.10178,-0.35754,2
-0.18698,1.63858,6
0.57782,2.74310,3
1.19647,-1.32197,4
0.15398,2.27064,2
4.25217,0.88325,0
-2.20670,1.08384,5
-1.55707,-2.35776,9
1.20657,1.03918,6
-1.11033,3.02830,2
-3.18409,0.60138,1
-2.30586,-2.61080,9
4.67469,0.84225,0
1.49642,-0.63855,6
3.47427,-1.32932,0
-3.02224,-0.58240,4
0.04160,1.94762,8
1.36700,-4.12847,4
1.20585,2.42217,3
-3.22540,2.22951,1
-1.99722,0.95734,5
0.46341,-2.20121,4
-0.05059,-0.69888,2
-0.85786,-2.11657,9
2.31611,1.12234,5
0.46633,-3.73429,7
0.51905,-0.12775,3
-3.32272,0.88704,1
-0.36930,1.13038,5
-1.67643,-0.99111,4
-2.05821,0.70271,5
1.02404,3.05717,3
-2.07099,-2.13599,7
-0.50579,1.27156,3
-0.22775,1.52206,8
2.39432,-0.69961,6
0.40367,-1.10824,2
-0.98386,-0.80694,4
2.61195,-0.34328,6
-2.95976,1.34324,1
-3.37096,2.78454,1
-1.08851,-3.30076,4
5.35989,0.41826,0
3.42422,0.51069,0
3.77068,3.64947,5
0.63338,0.04016,8
-0.36696,0.27254,6
0.42229,-2.01201,7
-0.25902,-2.75224,4
0.66252,0.60293,2
0.51737,1.54721,8
4.43389,-0.14944,0
1.16444,1.00905,2
2.17901,2.14900,5
-1.01524,-2.39071,4
1.14952,0.18443,8
0.19269,0.99184,3
4.82920,0.26216,0
-1.96653,-0.88084,6
0.75251,-1.93807,4
-0.12101,1.97835,8
-0.75372,1.02836,6
-2.82004,-1.02589,4
-3.45124,0.89792,1
0.09889,1.28181,8
-3.81367,1.89171,1
-0.93323,-1.88436,5
0.19787,-1.63374,4
-2.45563,-1.19359,9
0.28793,-2.79189,4
2.33834,2.05558,3
-2.04721,3.50057,2
3.15931,-0.04216,0
0.86683,2.53942,5
4.93178,0.67271,0
1.30196,-2.40189,7
-0.50676,-3.51548,9
0.27897,0.85915,2
-2.19788,-1.54965,9
0.68153,0.13175,8
-2.04992,-1.84812,9
1.99611,-0.35425,6
1.08269,0.96082,5
2.18750,0.27774,2
-1.53995,-2.53315,4
0.98488,-3.12362,4
0.42047,0.27519,6
-0.95325,-3.21747,4
-2.11145,0.93503,8
0.30862,-3.56821,4
-3.85786,2.02030,1
1.83847,-4.04812,7
1.71515,0.81663,5
-1.55639,1.34037,8
-2.38552,-0.45291,9
2.03482,1.93487,5
2.76537,-2.79684,9
-0.87755,-1.24584,3
-1.30280,-1.03106,2
-0.95638,1.36310,5
-1.38143,1.29292,8
1.65065,0.35661,2
0.26622,0.07771,2
-0.74074,-1.94378,7
1.90385,1.03004,2
-0.93083,1.05515,8
-3.20207,-0.51029,4
-3.51626,1.48596,1
-1.22838,-1.11016,9
-1.70757,1.76611,3
0.47719,-1.26300,6
5.02732,-0.50862,0
1.69464,-0.01109,2
-1.59612,1.05218,2
-1.05744,-3.43232,9
-3.26188,1.89926,1
1.52764,2.29360,2
-3.34716,-0.53418,7
1.48787,0.70567,2
-3.05648,2.97673,1
-1.77487,1.43624,3
0.23405,-3.01935,4
-0.66799,-3.12326,9
-3.46022,2.81338,1
0.33803,2.07523,8
5.07516,1.20428,0
2.62931,0.36944,2
3.51527,0.88234,2
-0.77968,1.92925,3
1.63779,-3.15192,4
-3.57011,2.07063,1
1.70010,2.56024,3
-3.00468,-0.52075,7
0.86429,-4.48545,4
-2.77270,2.93857,1
0.82660,-1.04120,4
-3.73947,1.22275,1
0.63838,0.50811,5
3.75161,1.03853,9
5.86480,-0.76821,6
-2.79517,-1.34719,9
3.75580,1.16043,0
0.91825,1.23945,5
-1.79161,-1.19856,7
0.41288,-2.21087,6
1.50815,1.17185,8
-1.18920,2.68739,2
7.02253,-0.27711,0
-0.89905,-4.16845,7
-0.53779,2.26220,3
1.95283,1.44992,5
0.28021,1.65518,8
1.33875,3.42661,2
-0.86461,0.81904,8
2.02397,0.49632,2
-2.52955,0.48937,4
-1.04281,0.42418,8
-1.28975,-0.89122,5
-0.50008,2.55204,8
0.50000,-2.93813,9
-1.07520,-4.16327,7
-3.60745,2.34118,1
-0.50051,4.32035,2
2.90189,-2.72240,4
2.23230,1.43822,5
1.65193,-0.73079,5
-3.48065,1.42417,1
-1.60760,0.02481,8
-3.18939,0.79474,1
-2.05430,-1.91617,4
1.90798,-1.67196,4
-0.71577,0.90521,6
2.86628,1.83687,5
1.63048,-0.95248,8
0.31240,-2.92663,9
1.71178,1.19646,2
1.95876,3.34732,3
4.05051,2.01753,0
-1.77578,0.40765,5
-3.38703,2.12446,1
-1.28341,-1.84531,4
3.03442,0.61065,0
-1.73061,1.23713,5
-3.63598,2.23739,1
-0.15288,1.97560,2
1.38830,-2.35925,9
-0.37359,-1.34406,2
2.56163,-2.27981,4
-2.08005,0.81537,1
3.07853,-0.31988,6
-1.33839,0.53733,8
3.62967,-0.34448,0
4.04688,-4.44315,4
-0.13680,-3.51549,9
6.67179,-1.02792,0
0.61225,-0.98252,0
3.26840,3.41789,5
-1.85569,-1.87930,9
1.60309,1.66279,2
-1.10860,2.89681,3
-1.29301,-0.88663,5
-0.76942,-3.73580,9
-1.60160,-1.28734,4
-1.74892,-1.92257,4
-0.70980,1.37505,3
0.72087,-4.43020,9
-1.81944,0.29512,2
1.05933,0.90924,3
1.97668,2.36013,5
0.16705,1.51008,6
-2.30711,1.15281,5
-1.14173,0.57148,2
-1.26966,-2.04260,7
2.44870,1.69533,2
0.27733,-3.89651,4
-0.09014,0.14957,2
0.93724,-3.21312,4
-3.12557,0.99169,7
1.49444,1.10993,2
-2.21759,0.35732,5
-1.82048,2.30036,3
-0.47676,-1.29514,7
2.97945,0.59349,6
-3.78148,1.74902,1
6.12587,0.98564,0
0.30316,-2.43401,7
-1.45781,-1.26327,5
0.33609,-2.03012,4
-0.92704,-0.16913,5
-3.46655,1.95815,1
1.20327,-0.28295,6
-1.13553,-2.15696,9
-0.46348,-3.19109,7
-3.67226,2.28814,1
3.97347,0.92346,6
0.60334,3.24526,3
-0.23686,0.88626,3
-3.45129,2.88172,1
-1.58066,0.98003,2
-0.33441,1.56817,2
4.94166,1.35058,0
-0.16325,1.56340,5
2.28986,0.83406,0
4.59033,0.81287,6
0.23608,2.38193,8
0.19710,2.39479,3
-1.18413,0.34402,6
-2.85094,2.27083,7
-2.28074,-0.71303,7
-1.08286,1.55365,3
2.16178,0.48592,8
-2.94531,1.79802,1
-1.13086,-3.74999,7
-1.52562,-0.50255,9
0.94217,-0.32202,3
-1.60905,-2.05783,9
-0.23396,-0.46356,2
-1.44591,1.28719,8
2.94242,2.64317,3
-2.76726,-0.33350,7
0.72342,-2.86477,4
-0.32322,2.64928,1
2.51341,1.25682,2
0.56238,3.51340,3
0.41176,1.73379,6
-2.14839,0.07123,5
6.44392,0.73240,0
-2.07300,1.92121,1
2.70362,1.52295,8
1.56720,-2.36178,6
-0.22770,-2.70869,9
-1.23429,3.28412,2
-3.19581,3.29760,1
2.28987,1.21118,6
7.98381,0.70584,0
1.89170,-0.42707,2
1.35146,1.92431,8
5.70821,0.84740,0
0.19229,-1.42482,8
0.08902,1.26331,8
1.00494,-0.21877,9
-3.11322,1.76396,1
1.81833,-2.64369,2
-0.96675,-0.78396,2
-2.53379,3.38912,1
-1.31467,-1.61305,4
0.62630,1.88181,8
-3.59524,0.84461,1
-0.13692,-3.06324,4
0.66941,-1.18020,4
-0.87541,-0.24818,5
-3.59333,1.58506,1
2.68861,-1.69516,8
1.97541,-3.53924,7
0.74482,-4.18114,7
-1.94265,-1.17133,9
-1.03360,-3.00739,7
2.92130,-0.97568,0
-1.58752,0.55723,6
-2.69160,-1.92529,9
-0.47897,-3.16499,4
-1.87532,1.30496,5
-1.01393,-0.79928,6
-1.73738,1.75485,2
1.42120,-0.13413,5
1.54758,-3.19810,7
-0.27504,-1.44338,4
-2.04604,-1.44199,7
3.41626,0.19400,2
3.91200,2.92648,3
7.90152,1.02502,0
-0.36034,0.59497,8
1.83343,-3.44203,4
2.09568,-0.37436,8
2.47168,-1.48034,0
1.32767,1.25564,0
-0.91377,-1.44417,9
-1.09018,-1.31066,7
2.13841,-1.99642,7
-0.34279,-3.07407,9
4.45989,0.32237,8
-1.20588,2.68173,2
-3.71571,2.27111,1
-2.07862,0.85655,6
3.39933,0.72766,5
-1.95565,-0.74616,5
-2.98275,2.58175,1
-3.31137,0.86423,1
-2.89616,-0.95744,9
-2.99840,-0.32038,7
-2.80574,-1.23489,7
0.50383,-1.07656,8
-0.33890,-1.29310,6
-0.27562,-2.36610,4
0.66213,-3.95222,7
-0.90813,0.78793,5
-1.28812,2.15645,3
-2.04628,2.35554,1
2.24261,1.57401,6
-0.85694,-2.08383,4
1.65573,1.86565,5
-2.33828,-1.54570,7
-1.10780,-1.28269,4
-3.57963,2.12239,1
-0.80076,1.97210,8
-2.49620,1.59477,3
1.37422,0.99180,5
-3.43003,1.41671,1
-2.20993,-1.95653,7
-3.54389,1.85923,1
-3.46282,1.38018,1
-0.59496,0.48404,8
2.56804,-1.69055,6
2.48948,-2.41704,4
2.69918,2.67545,3
0.31960,-2.67090,8
2.17142,0.72753,3
-3.72176,2.07560,1
-1.94961,2.16311,2
-0.97252,-0.01663,8
-1.64577,-2.44335,9
2.67730,-0.60781,0
-2.70452,-1.33945,9
-2.08068,0.55932,1
0.70800,-0.60435,2
-1.58180,1.85783,3
1.42245,3.86320,3
2.69250,0.37382,0
0.43425,1.67067,3
1.89750,1.18454,0
3.93198,-0.17404,2
5.40205,-0.78900,0
-0.37423,0.69623,3
0.05604,0.96722,3
-1.58964,0.55511,8
0.92291,2.74724,3
1.09225,0.63910,5
-0.22863,-3.50451,7
1.54538,0.73902,0
0.95990,-0.74929,5
-1.52498,-2.60682,9
2.06792,0.26526,0
3.66789,1.61974,5
-1.93759,-1.80047,9
-2.73469,3.00482,1
-1.15744,0.56612,5
-3.02164,0.56599,1
-2.99609,2.98496,1
1.00767,-0.23153,2
0.24517,0.92394,6
-0.25733,-1.59654,5
0.18417,-2.63033,5
-0.67960,-1.76328,4
1.89970,2.13841,5
-3.93592,2.30057,1
1.51035,-1.14352,6
0.99839,0.17793,0
0.50148,3.08127,2
3.63693,1.24040,2
-1.91620,1.61477,8
1.80082,-0.00879,0
-1.85275,-3.03037,7
-3.42302,1.08839,1
2.81498,1.05690,0
-2.59029,1.96970,8
-1.57747,-0.10266,5
3.20755,0.86108,6
-0.41925,2.68264,3
3.06967,0.58646,2
-0.40595,-3.47641,9
0.52682,-2.06655,4
3.04090,2.56051,3
2.01242,-1.55576,6
3.00883,0.55037,0
-2.07903,1.87891,3
0.18076,-1.62091,4
-3.10277,0.56336,1
1.17213,-0.14517,5
-0.52972,-1.97963,9
-0.48491,0.37920,3
4.74791,0.07369,0
-2.34610,0.97835,5
3.87126,0.70089,0
1.24398,-1.03865,6
-1.20828,3.41615,2
-1.91049,-2.20814,7
-0.08040,0.78476,6
-0.75567,-1.04670,6
0.03685,-1.01715,6
-2.35901,0.03290,9
-1.24751,0.63908,6
-3.07629,-1.59683,7
1.29438,1.00086,8
2.12416,1.95711,2
5.02480,1.27812,0
0.17189,0.02304,6
5.05390,1.70789,0
0.69416,-1.09090,8
1.97775,1.64596,9
-1.60337,-0.72074,5
-0.62327,1.68671,3
0.57607,0.40312,6
-2.04000,-1.09860,7
-0.30273,-2.92901,4
1.94947,3.43449,3
-1.04241,-3.90540,9
-1.37216,-2.16990,7
-0.99533,-2.62339,2
5.04425,1.95146,0
-1.44977,-1.78150,4
-2.46952,1.00541,7
0.66777,0.55413,2
-0.60698,2.09255,2
-0.83455,1.66776,8
2.11124,-0.24245,2
-1.09112,-3.94128,7
5.19489,2.33257,0
-0.14777,-3.75405,4
5.36491,0.37966,0
0.02098,0.76245,5
0.27283,1.78201,2
0.06356,0.83122,8
-2.39981,-2.05635,7
-2.11265,-2.57154,7
1.72001,-3.68369,9
-3.22580,1.88621,1
-0.94890,-1.63927,4
5.34282,0.65632,0
-3.90385,2.43130,1
-3.84636,1.96932,1
0.51178,1.48404,2
-1.30301,2.25219,3
0.99228,0.66332,6
-1.26352,3.99968,2
4.80656,0.75116,0
1.11317,-0.34016,6
4.41894,0.69702,6
-3.60134,1.40132,1
-0.93462,-2.74375,9
-0.20389,-2.83452,4
-0.72522,1.84711,5
2.18637,0.88151,2
-2.18420,-2.19299,7
-0.44194,-3.65547,7
-2.39403,0.06930,8
-0.30765,-4.51339,9
0.25223,0.90752,5
1.06964,-0.91821,8
-0.80515,3.00937,3
-0.02538,0.55295,8
-0.39173,-2.83132,5
2.71509,0.14620,6
1.09306,2.67351,2
6.07999,-0.22569,0
0.82807,-3.08621,9
1.60739,-3.07556,7
-2.48114,0.26539,1
-0.66185,0.56670,8
0.45964,0.25793,2
0.84951,0.14746,6
-2.90419,-0.85721,9
3.30402,-0.18192,8
1.04611,-4.28605,4
-0.21873,-1.78666,9
-0.07547,-4.01223,4
-3.84679,1.51544,1
0.09199,2.59184,3
-2.28303,-0.66736,8
-1.26774,-2.68027,4
4.37444,-0.08723,0
0.94649,-5.00771,7
-2.54843,-2.05745,7
0.77368,2.33531,3
-0.95372,-2.63742,7
-0.62096,0.39820,6
-0.10743,-0.13311,6
-1.43169,0.73637,8
0.16542,0.19537,8
-0.98501,0.83532,2
0.45123,-4.58405,7
4.16728,1.52852,0
0.62789,-3.37756,4
1.54694,0.00593,3
-0.46503,0.83782,7
-2.18840,-2.26030,7
3.22156,-0.34306,0
2.78653,0.75497,8
0.99520,-3.30151,4
2.34985,-2.96509,7
0.22167,-2.07284,4
2.60139,0.02869,0
2.88281,1.53335,6
-2.67548,-1.35360,9
0.38643,1.34950,8
-1.84006,0.15254,6
1.40831,0.88928,0
-0.36072,1.23931,1
3.36430,-1.76702,6
-0.78686,-1.37883,4
4.25937,3.26990,5
-0.93139,1.49186,2
0.91287,-3.03208,7
2.50783,0.72576,3
2.40619,0.30660,6
-0.32507,1.45537,2
-0.55929,2.99354,2
-1.39746,-1.26573,9
1.15472,4.16190,2
-1.07766,-2.62189,7
-1.51510,-1.76424,4
-1.74718,0.40995,8
0.12218,-4.49563,7
1.27750,0.35689,2
1.14505,-3.93332,9
1.12839,-0.98725,5
-2.49913,0.12458,3
0.10704,-2.36550,4
-0.12121,-1.79986,8
4.72466,0.98309,0
-1.10316,-3.10380,4
-0.67115,-1.58064,4
2.64188,-0.48648,6
1.32142,-0.19112,5
2.21096,0.39451,6
-2.18953,2.51235,1
0.91881,1.67910,2
0.56890,1.05810,2
1.22477,3.04814,8
0.91588,-4.29201,4
0.97360,-1.40582,5
-1.43021,-3.16910,7
-0.91952,0.62656,8
3.76521,1.25357,0
2.49751,2.03696,6
-0.29887,0.08579,8
-1.04785,-3.44097,9
-2.86060,3.26371,1
0.21486,-3.01913,7
0.66693,-3.35578,7
1.36565,-0.31080,2
3.92892,-0.79414,6
-1.75015,2.31573,3
0.15590,-3.88410,9
-1.56482,-2.72439,9
-3.41460,1.36761,1
1.23914,1.05482,0
-2.80846,-0.53326,4
0.38613,3.59815,2
-1.98377,0.80258,5
-1.44399,-1.07831,4
0.68220,-3.80701,4
-1.14129,-1.81887,9
0.35553,0.57432,2
0.91848,0.60473,6
-2.50611,-1.29930,7
0.85379,2.91332,2
1.35531,0.14365,8
0.04558,2.55634,3
0.08754,2.24819,3
1.74388,0.86077,2
-2.36007,-1.99205,7
7.06668,-0.47763,0
-1.87257,-1.89985,4
-2.88847,-0.09809,7
1.37257,-0.79989,0
-1.01654,-3.35059,7
-1.11277,-2.62037,7
3.58026,1.50066,8
-2.88920,1.11682,1
-0.82101,-1.92857,7
-1.34504,1.10927,3
0.76634,-3.85663,7
-0.01201,0.52526,8
2.32512,-0.06047,0
-3.34562,1.57741,1
5.72980,0.16229,0
0.57263,0.91637,2
-1.19683,-2.92685,9
0.21578,-4.18740,7
0.99126,-0.44703,6
3.01837,-0.18759,2
4.05586,0.92164,2
-0.89536,-0.52481,6
-0.09765,-3.92189,9
4.57134,1.32966,0
-2.69938,1.76300,6
0.36758,1.10998,8
-2.11399,1.40780,8
-2.23148,-0.26446,9
1.17750,-1.78204,6
0.42751,3.02675,3
3.70544,3.59050,5
2.40090,0.62688,0
1.89813,0.00498,2
-0.78677,1.22659,2
-0.58811,0.80896,5
-1.64402,-3.25639,9
1.17883,1.17475,6
-1.56196,-1.56016,4
-3.48361,1.26143,1
-1.27559,0.37919,5
-3.60702,1.72241,1
-2.93333,-0.31912,7
-1.71644,-1.15771,4
-0.40387,1.69418,8
-1.29335,-2.46856,9
-1.16732,0.63841,5
-1.02405,-3.74159,7
-0.33240,-2.52210,4
-0.21335,-3.02954,7
0.96661,-1.13684,2
-0.19568,0.07354,2
-3.15184,2.38667,1
-1.81513,-1.78360,4
1.75661,1.62841,8
1.87584,-0.07835,8
1.16468,0.45449,6
0.87324,3.33453,2
-0.46283,1.04689,2
-1.40726,0.34222,2
-0.90861,-0.65502,6
-1.11894,-1.81795,7
0.12733,0.56077,8
-3.19854,1.28909,1
1.49155,1.75171,8
-1.23048,0.19256,8
-3.53630,2.02775,1
-1.81542,-1.50069,9
1.38757,-0.10477,0
-2.38661,-0.91587,7
-0.11735,-2.09103,9
0.37721,-0.77624,6
0.17596,0.48146,6
0.59318,-0.60509,8
0.70841,1.86409,2
-0.34274,0.29867,3
1.00823,-0.46132,5
-1.07220,-2.02488,4
0.25701,0.46518,5
-2.19384,-1.82729,4
-3.32595,1.73623,1
0.43810,1.53842,3
-0.48290,-3.98542,7
-3.70495,1.94956,1
-1.01312,-0.42436,5
0.35909,-0.16878,0
1.20898,1.85725,0
-0.19850,-1.06431,8
0.36734,-1.31137,5
-1.49820,-1.09412,3
1.08182,-3.30472,7
2.45114,0.04781,6
-1.26010,0.87892,8
1.28936,1.67787,2
2.44948,1.77585,8
-1.82543,-1.88649,4
-0.20435,3.21878,2
0.31316,3.06995,3
2.04470,0.91254,6
-1.41095,-1.95627,2
0.19557,0.84294,8
0.00068,-0.22101,7
0.71774,1.64779,2
-1.45852,-2.16648,4
-2.94095,-0.17676,7
1.05379,3.82581,3
-0.51390,-2.95117,4
-2.10623,-2.19503,4
-1.79477,1.15145,5
-1.07264,-1.67117,4
-0.57785,0.95807,8
1.48084,1.94315,3
-2.47607,1.60770,1
-0.02877,-0.23502,5
-2.85168,2.34547,1
4.44386,1.48986,0
3.35445,0.91973,2
1.19225,1.01122,2
