x,y,target
-20.94762,-37.38223,9
58.90362,0.09645,2
-11.08320,80.39841,0
-4.62504,20.64337,5
31.18873,41.18387,6
-22.10324,58.36371,0
-40.84480,-1.07931,8
-47.52458,-52.31701,9
15.92030,58.31402,6
54.25772,-4.42012,2
-29.34702,73.59428,0
-21.57621,56.00892,0
15.50708,-68.70274,7
59.78933,31.73487,2
-15.44180,68.84277,0
-40.07855,-65.34478,4
44.58804,2.37097,2
9.17287,59.40769,0
-31.26441,-37.78994,9
44.14295,-28.58985,1
25.54988,62.97695,6
-12.44637,-33.37274,9
-14.14174,30.67828,3
-26.76961,77.04060,0
-24.58585,80.04240,0
55.90088,-1.55841,2
-22.88793,81.90082,0
20.80052,45.50178,6
-30.78163,-12.38256,8
-17.52178,-67.57798,4
-8.64768,59.12231,0
20.14342,-34.59163,7
46.92467,13.51325,2
14.47297,-3.89409,1
4.42518,-43.73390,9
-65.04763,33.89741,5
49.74281,29.46546,2
-42.70856,-38.50186,4
-33.18142,-2.84767,8
-9.95645,14.07849,5
64.60390,28.52033,2
-39.91446,-43.54986,9
21.25999,-56.92641,7
9.93946,-43.50594,9
49.75945,11.89745,2
-33.11501,-36.16261,9
21.36549,-76.59248,7
-50.32196,-48.71632,4
-17.71372,-39.72263,9
-34.36016,38.25155,3
60.46914,33.86810,2
37.23769,-43.37250,7
-46.14152,22.49209,3
20.11933,47.43383,6
-37.51188,38.72456,3
22.12269,31.18509,6
-42.84280,5.91204,8
-24.66526,5.07310,8
-53.34589,11.39366,3
26.83591,-53.82557,7
-30.11467,71.40207,0
1.75124,-46.86222,9
66.23904,-2.83393,2
11.07102,-84.68623,7
-0.01716,-49.16033,9
-21.04415,83.98222,0
-0.58886,9.98758,5
-25.79739,-63.93253,4
-48.93459,46.99792,5
-26.44992,-2.13156,8
-24.88725,-57.37605,4
-40.00444,35.65849,3
-63.55363,20.52084,3
17.50537,-6.19341,1
19.67248,-62.79017,7
-15.82185,-13.55091,8
-20.29219,-43.43289,9
21.44349,-52.93420,7
13.28724,48.55565,6
67.05700,36.40336,2
63.51896,-31.42903,1
26.76764,-71.25785,7
-3.19232,73.28671,0
-8.81762,23.97523,5
13.18948,35.77552,6
-38.76637,45.47470,5
49.41326,-5.72747,2
-28.85987,-26.53385,9
-52.66592,45.05193,5
-4.93385,-60.33624,4
29.72005,69.51203,6
60.45157,34.37981,2
61.34093,27.46317,2
61.41747,21.26700,2
1.31374,-50.09455,9
-25.30128,77.87320,0
11.25544,-79.43439,7
33.71295,-46.20353,7
42.83485,-15.22153,2
67.88058,20.25386,2
7.48222,45.59833,6
-46.99112,17.88482,3
-48.60759,-60.10544,4
-5.37066,-14.71181,2
-23.52739,58.87121,0
1.72095,10.31192,5
4.77589,-47.06703,9
38.37143,74.26221,6
57.98197,-4.35587,2
16.78147,-2.01473,1
-7.53220,-34.30565,9
-3.09165,65.11967,0
34.64581,56.86071,6
1.62415,75.22458,0
-1.30665,-32.31736,4
5.48164,42.16647,8
-23.61318,-63.69580,4
-37.38451,30.53869,3
57.18952,-27.62577,1
10.41412,13.66838,5
-42.16656,-59.68054,4
40.66978,14.59483,2
5.41244,-46.85798,9
-38.73103,45.41751,5
29.72787,-65.22610,7
-20.93491,22.06613,3
15.46448,-15.23436,1
-15.23166,20.71206,5
-45.27316,-41.43229,4
7.69438,10.50641,5
-56.27119,17.58927,3
19.58100,-48.94223,7
-33.72130,26.50653,3
-21.51594,-8.33570,8
34.06287,47.00859,6
64.81982,41.17819,2
-4.95118,-61.14616,4
31.30541,41.76189,6
19.33392,-0.54523,1
49.34719,-15.41649,1
-14.96053,-66.08871,4
-13.07327,81.96041,0
-3.24254,72.14745,0
-51.17542,41.37886,5
-37.66466,-15.01995,8
23.75429,62.57113,6
21.63375,-83.51728,7
-20.03831,-68.49113,4
46.13858,6.36862,2
-27.63940,5.72356,8
0.05985,63.85971,0
51.44593,21.86210,2
-58.73106,36.77738,5
-2.37825,-66.67645,4
-46.22193,-9.54963,8
-2.29798,26.52271,3
-10.73035,57.90672,0
12.91657,51.56491,6
-49.00772,-57.97432,4
-52.61493,37.35149,8
16.77685,28.52822,6
-14.95656,-32.14849,4
15.12998,-17.14312,1
-47.92014,-0.23695,8
37.29295,-22.64783,1
-0.95186,0.74955,5
-32.49031,-26.07123,4
11.66764,-40.93883,9
-26.79636,-69.52046,4
-29.25806,36.47401,3
54.65700,-1.88375,2
-3.38211,78.38528,0
5.75790,39.95874,5
-18.02764,63.14631,0
2.77995,-78.14132,7
-8.24612,-44.68521,9
63.32720,17.81613,2
-24.83617,-33.37245,9
-36.86217,3.04029,8
-25.44041,-33.00668,9
19.20875,54.36226,6
-69.62469,28.15194,5
69.19803,29.54018,2
-28.68365,-54.66367,4
-38.36677,-61.34544,4
23.83993,36.72665,6
-10.09996,-42.54193,4
-33.93887,-4.81762,8
-23.49691,-68.92270,4
29.78720,-17.83226,1
23.52205,-80.99026,7
-31.07986,15.53243,5
-24.63348,-7.48668,8
2.17749,-41.97752,9
-58.78694,34.65615,5
-30.40723,-47.84266,9
-22.44070,16.40964,3
13.33973,-68.47636,2
-16.09439,25.07578,5
-31.13413,-4.25434,8
56.98714,14.84934,2
57.22398,25.40776,2
18.70709,-34.86182,7
65.38958,18.74198,2
-18.41163,-9.36609,8
0.93303,-34.13724,4
50.47588,-31.46387,1
-49.74317,-37.91914,9
-38.49495,22.89574,3
26.64932,56.42913,6
-3.38394,74.00818,0
66.64848,36.41094,2
50.23264,20.12322,2
0.99980,-45.21108,9
34.97364,-17.22003,1
45.19814,6.04853,2
24.53194,-42.74432,7
65.18622,24.33657,2
54.64457,-16.52039,1
-44.84840,13.91349,3
-26.88448,-63.96655,4
0.32519,-46.17267,9
50.41905,-16.16296,1
-27.77781,-2.68402,8
-21.50660,65.00920,0
68.28677,31.84411,2
53.07015,30.35329,2
-44.27439,23.26325,3
-52.73803,-51.73183,4
53.97286,-31.48506,1
-27.89767,41.38497,3
19.42594,-30.98250,7
-20.16911,-65.92883,4
56.00645,-22.44515,1
-48.75344,-60.31907,4
21.41299,-19.79357,1
-0.31623,23.18156,5
-28.10276,73.81780,9
32.61222,48.63732,6
-10.87832,-39.09120,9
-8.23718,60.28563,0
-49.94825,33.81089,5
25.76976,-47.85110,7
32.06304,58.60730,6
-33.39716,3.00943,8
59.56123,8.41304,2
-13.32360,88.50265,0
22.10434,-75.95872,7
-46.57133,12.52961,3
-12.28536,7.94604,5
-26.29274,-2.81840,8
64.03965,-3.32782,2
-29.86213,-5.61654,8
65.42557,33.08603,2
-23.17233,-31.76946,4
32.53379,-17.99588,8
-0.43246,3.75390,5
-27.81469,-2.86298,8
36.33627,-61.87292,9
31.06832,-68.32529,7
47.41050,-27.33318,1
53.99898,0.98040,2
-40.60189,-63.84494,4
-12.47176,32.29029,5
-69.24188,32.80543,5
26.05947,-3.24587,1
10.29141,5.60233,8
21.29541,-2.06547,1
-31.34226,-51.87890,4
-52.86550,-50.56057,4
19.01746,37.42961,6
-7.36981,17.62086,5
-44.11249,-12.18887,8
-45.02536,-52.32946,9
61.50973,22.85293,2
-41.06889,38.25870,3
-21.73912,63.92611,0
-2.36443,12.43963,5
55.02128,-31.73506,1
-32.22162,-31.98409,4
-2.16271,81.38589,0
1.91512,11.39221,5
40.69408,-9.71003,1
51.87506,11.20117,2
-46.59854,-57.44494,9
71.95193,18.39229,2
-6.19592,-71.19446,4
20.20840,-7.74332,1
19.17823,61.71595,6
-40.71482,-3.02807,8
-11.84865,55.13945,0
-25.17989,-65.20975,4
-25.42820,-42.68591,9
-8.13472,77.45564,0
-17.32783,88.37532,0
-51.00944,43.08617,5
-12.68824,-34.42133,9
-38.80829,-17.68438,2
-38.81876,26.54123,3
5.91111,7.66729,5
5.90956,-54.58086,9
-20.85867,-31.91518,4
-16.08697,-31.51388,4
-46.73377,25.64951,3
-14.88036,-48.32002,9
38.16020,8.61392,2
-49.20308,11.57469,3
-7.91834,20.02265,5
9.36661,41.13133,6
14.75565,13.64863,5
48.02214,17.97001,2
-19.41103,-29.33736,7
62.18309,24.56474,2
-16.69831,-69.96060,4
44.02432,11.58284,2
-20.60618,-48.98954,4
29.02237,-28.48776,7
64.08227,24.67777,2
11.76628,17.55664,5
-30.34869,25.99625,3
34.07224,-48.86163,7
15.57948,62.31043,6
28.81845,-13.63353,1
-19.97349,71.36551,0
2.85433,-84.99800,7
-2.93690,3.79880,5
-4.33258,-68.65490,4
5.57839,11.30919,5
37.94500,-25.99505,1
21.48334,48.41042,6
7.39999,-48.38956,9
22.52935,-65.66154,7
45.67203,-21.78546,1
20.11007,53.59932,6
-58.45364,17.84509,3
-51.43451,21.79151,3
32.74035,-11.85115,1
51.47521,6.96555,2
53.81399,17.85285,2
-21.74528,83.21207,0
-52.56188,31.82484,5
-6.74337,59.33826,0
17.92862,65.44569,6
-50.58664,37.93234,8
-44.95512,37.31662,3
21.19019,42.17263,6
42.51434,-24.92167,7
26.18137,-51.44731,7
-40.62123,21.37764,3
-30.49547,3.04146,8
64.77632,-31.57684,1
31.74201,-71.56526,7
11.78696,-46.06415,9
-25.84627,16.21121,3
-36.91417,-37.09988,9
54.20719,25.92870,2
-40.41046,-2.27666,8
-31.65934,38.25464,3
27.21822,-44.12579,7
-34.29657,-66.02528,4
30.66137,8.30654,1
49.70450,29.51972,2
-38.94137,37.29702,3
16.61956,31.06994,6
17.09168,11.76668,5
-19.64202,70.58987,0
71.63496,-28.74723,1
-31.54359,2.01464,8
29.96345,63.94258,6
8.03004,-52.30933,9
47.36569,-2.41206,2
55.10229,-24.54599,1
26.22020,31.68991,6
-16.94458,78.77226,0
70.36881,17.58315,2
-60.53476,2.13341,8
-19.42449,81.31155,0
0.48618,-66.17467,8
-45.64721,-5.55601,8
-44.29170,-45.30565,9
64.43836,-31.60519,1
73.17302,25.37729,2
39.48660,-48.37315,2
59.90037,-22.91416,1
-32.76728,-53.13387,4
-50.99383,37.98902,8
16.15910,-16.20040,1
-10.81324,-67.62148,4
-49.37088,-58.00806,4
-13.42849,18.52443,5
25.34687,-22.96072,1
-19.96596,-14.87167,8
23.19634,-81.67679,7
30.64395,-73.19274,7
-1.81459,-30.12654,9
33.37674,-57.85603,7
1.71137,80.53262,0
16.68829,35.45605,6
-9.65624,-30.45381,9
-16.51199,-61.53318,4
1.35664,10.89960,5
21.18674,45.75736,6
42.43648,3.28581,2
-61.65696,26.52638,5
35.78326,-60.43604,7
-44.38531,-39.64418,4
-15.43714,-31.36265,7
69.93431,20.10171,2
-30.65149,38.35674,3
-15.83340,80.05293,0
-24.60714,-4.24177,8
-20.37318,-69.75024,4
-37.58368,-16.02932,8
-5.32793,57.49794,0
-7.47693,52.94980,0
2.43571,-80.49912,9
18.62253,-36.60837,7
-55.37984,-35.86941,7
3.55279,-50.68106,9
-67.57157,38.89873,8
60.01971,9.88458,2
46.29491,-14.33743,1
14.44892,36.42768,6
-5.55636,21.20979,5
-1.59623,9.10967,5
64.41090,-21.86673,1
15.00556,-11.82098,1
6.37071,-40.37455,9
43.13564,-38.25780,7
26.94282,-53.83735,7
-38.95258,-13.44138,8
22.01825,45.84743,6
-40.15684,-36.34061,4
33.60778,-64.67655,7
-14.42057,23.17519,5
-51.14775,18.11215,3
69.28106,-28.66215,1
30.17747,35.26068,6
-10.38405,-72.49045,4
-53.99627,44.48459,5
8.32132,-72.36515,7
-20.75277,-57.29719,4
54.12423,-31.63680,1
-25.74721,0.23407,8
-37.39389,22.30870,3
-9.05993,17.11860,5
25.12732,-5.63524,1
22.95270,-48.72221,7
50.54734,-30.23721,1
27.37906,-13.06149,1
-19.77904,-10.35923,8
26.58739,73.82282,6
-52.34954,-60.08230,4
-22.83036,38.19684,3
-47.19897,-15.55360,8
-26.69235,17.64519,3
40.64049,-9.62003,1
48.37639,9.65233,2
-49.67492,-5.34586,8
-7.91112,-38.23281,9
-12.08587,54.84576,0
-8.45860,-32.02931,9
68.08099,-29.59754,1
59.57765,14.36310,2
-39.03732,24.07883,3
-40.59926,39.65006,3
-30.79875,71.39599,0
-26.46324,20.32543,3
0.79527,78.98534,0
52.23782,31.61366,2
-10.15064,57.00572,0
-20.57008,26.45862,3
-71.51519,31.24405,3
-7.89495,-9.82451,8
-54.18439,17.95060,3
-11.86167,22.41413,5
24.91989,-67.20004,7
-17.73148,53.46164,0
-9.86923,8.56820,5
3.09404,-44.02849,9
-15.16921,54.89202,0
-52.63934,44.92538,5
-6.10150,-35.17825,9
63.88873,-21.93707,1
-7.36367,8.31081,5
16.67931,-2.05891,1
63.31699,-27.88124,1
44.18296,21.13391,2
12.37514,41.39733,6
4.57801,10.25920,5
-0.03152,1.46733,5
-23.96720,-25.88730,4
-60.85061,42.06765,5
44.14487,-20.48977,1
32.08986,78.57675,6
-18.80471,88.06663,0
63.14261,7.14001,2
69.14671,20.01281,2
-28.20496,-7.72645,8
-19.62269,87.33801,0
15.16597,-73.94096,7
24.80601,-5.22933,1
-8.21873,60.44325,0
56.98112,-37.13935,8
7.33408,9.24939,5
32.90543,42.22947,6
-26.75783,28.78450,3
58.88815,33.76799,2
5.60364,-52.90645,9
-22.02391,-26.25720,4
-34.93408,43.35126,3
23.45527,48.38057,6
-16.97896,58.79138,0
-36.63564,13.23517,3
-10.27380,-40.64913,4
18.16202,-2.52426,1
-3.47821,22.08251,5
-47.83423,-54.30882,9
-20.55515,25.32556,3
-4.42940,72.65474,0
14.02485,15.54352,5
-22.69670,58.79307,0
28.44752,60.82779,6
54.44453,-4.45591,2
8.61175,-74.38528,7
24.07767,57.35146,6
32.40501,61.95582,6
34.98923,56.52000,6
3.59258,-63.85864,9
18.01098,32.97051,6
23.84681,-53.55272,7
-12.56116,-4.79198,8
70.69964,12.24137,2
-6.38748,72.52282,0
19.90768,47.17834,6
-0.50009,65.79088,0
-38.70114,-13.43005,8
-18.75667,54.05299,9
12.91427,16.74921,5
-45.16661,13.81379,3
4.84267,45.52345,6
8.04031,-74.47877,7
-14.19927,-69.57312,4
-37.56506,33.03390,3
-3.98325,-39.07817,9
2.59719,-73.53310,7
18.56901,-64.43358,2
-21.95706,80.11334,0
-12.78905,-38.28972,4
38.51877,-44.12691,7
47.64737,22.61159,2
60.66632,9.86665,2
-30.49380,9.33124,8
68.72955,29.87941,2
10.92479,-70.43679,7
-26.57519,67.10776,0
-37.40384,-54.50050,4
-15.86774,65.36951,0
2.24561,19.69607,5
-3.08676,-7.55271,2
-12.82993,-8.80769,8
22.14278,-57.90044,7
14.04290,-67.00356,7
-39.42252,-49.14808,9
63.92938,-31.07091,1
4.03545,-25.73046,4
-22.47476,63.72823,0
43.01358,-15.42771,1
31.29919,-16.24838,1
58.94791,16.04859,2
-47.29853,14.86973,3
20.41631,37.17495,6
52.68801,0.36707,2
-12.78957,79.01026,0
25.52659,64.69028,6
17.92620,65.59148,6
22.86316,-17.95383,1
-23.33100,-36.91608,9
-31.30687,-55.65839,4
0.77064,22.87683,5
66.36168,30.89377,2
28.23421,-53.17640,7
27.45468,-65.61351,7
-50.46640,-12.56684,8
-9.68970,-46.47028,9
-67.64151,4.91414,5
-21.49325,-13.20608,8
-44.54979,21.67795,3
-18.19619,2.99710,8
-3.59549,3.01626,5
27.41408,47.05576,6
-14.01680,-5.50304,2
-11.50625,60.26870,0
-23.74690,-46.95126,9
6.29698,-80.22404,7
10.65726,-6.58113,1
-43.86600,-5.31837,8
40.01639,4.74653,2
21.19812,63.57845,6
17.59958,-47.87142,9
-26.76430,46.46949,8
-27.05907,-68.86585,4
11.66609,-25.44540,9
-21.09019,-63.03237,4
25.93130,-22.06908,1
-48.90426,17.17324,3
-8.67953,-22.73827,8
-31.39787,-57.17331,4
-21.57295,68.03025,0
33.87217,-68.46474,7
27.72401,-54.04821,7
-29.29007,19.52209,3
36.09852,-57.51813,7
24.25710,34.63780,6
19.06193,40.67074,6
-34.50224,-9.31028,8
-22.39890,-2.43341,8
48.73999,20.58421,2
16.29360,-78.70563,7
-26.52021,66.41738,0
-24.40838,-69.40797,4
-21.45525,13.28846,3
71.64694,-31.19674,7
19.16197,-61.37609,7
-23.83244,58.03879,0
-39.62403,-14.92929,8
-36.66632,-65.74457,4
36.84573,-60.43796,7
-41.88471,-39.78874,4
-5.59977,81.04499,0
26.61892,35.34507,6
-6.07028,-32.25040,9
-17.39384,-9.90778,8
16.06570,36.11280,6
1.77287,66.32101,0
-22.11674,-1.64169,1
27.54648,63.35648,6
-5.46180,-62.59571,4
-51.30090,42.82995,5
41.07727,5.90900,2
21.49851,-83.19443,7
-59.78362,21.14878,3
25.16537,37.31844,6
40.72432,5.19055,2
53.02889,3.09595,2
-42.21653,-43.78443,9
48.90869,-0.00261,2
21.05445,-49.30191,7
-46.56966,-41.71947,4
-40.85617,-4.49785,8
15.94992,-80.83877,7
67.74509,20.82292,2
-18.17365,-47.19909,9
-65.28176,11.38316,5
5.55309,-22.08672,3
-34.69179,-64.65527,4
-21.29270,-51.08179,8
-15.29254,77.20620,0
-31.44551,-58.95799,4
-52.37842,-44.16986,4
24.93273,76.98942,6
-14.33063,12.84746,5
10.26137,70.55075,6
69.11936,-26.86525,1
57.60327,5.15948,2
51.05069,15.69479,2
-45.49971,39.61613,8
-31.92657,-67.16588,4
0.88609,17.00606,5
27.60390,-60.57450,7
-27.46548,-5.13952,8
-29.06062,78.47132,0
26.20206,31.67454,6
-29.97494,-16.45160,8
-27.41108,-44.95978,9
61.36061,-22.41373,1
29.64905,-73.51601,7
3.04924,-77.39442,7
53.78588,12.80567,2
28.91735,48.98072,6
-43.48109,14.37242,3
-18.14810,-41.75934,9
-6.88676,-43.77655,9
19.33017,-14.93663,1
0.00753,78.52773,0
27.81604,-23.22863,4
64.24726,5.21637,2
12.72847,12.08747,5
-35.16297,-30.10001,4
-26.98219,-68.37587,4
-25.49173,-35.52613,9
61.34689,21.02064,2
32.59627,76.94521,6
17.45968,-55.53909,7
45.46777,5.33779,2
-56.75230,-0.99994,8
-60.34957,18.66806,3
-44.00920,30.80176,3
53.15145,24.09719,2
28.17627,-58.92802,7
-6.41793,77.90547,0
-12.92996,-60.84066,4
26.39108,-37.51521,7
-1.31631,56.74030,0
32.58504,-56.57215,7
38.17846,-54.98055,7
-30.61447,6.96557,8
19.32877,-0.52189,1
3.41733,-84.85853,7
-55.06851,14.31328,3
33.26514,-67.19632,7
-13.66822,-3.17383,8
-13.24825,76.92434,0
26.28700,-13.29989,1
-6.67761,77.76772,0
62.70664,26.74184,2
-30.48884,-41.78434,9
35.76655,-67.51572,7
26.70556,50.60149,6
69.95773,20.26774,2
62.29311,34.71059,2
14.36949,50.04655,6
-2.25661,-49.80492,9
-15.43468,68.19102,0
11.89967,32.26996,6
-19.12484,-2.26124,8
1.45235,-9.09591,8
14.34531,-48.42263,9
31.99052,78.29770,6
-29.55143,29.79556,3
-52.59732,44.75798,5
-29.53391,79.57471,0
38.16870,16.03361,2
52.27996,16.19385,2
10.36018,6.79299,5
-3.94707,-36.95996,9
30.09006,37.15579,6
-43.78630,-41.74278,4
23.13002,-4.27968,1
17.09745,12.07521,5
29.25060,-6.83587,1
24.82668,-45.12120,7
-27.74389,-33.44962,4
-51.32439,-6.24941,8
-30.72392,-35.46787,9
7.78127,14.41900,5
24.90038,-71.54678,7
-24.70123,-57.16388,4
30.19342,-65.08601,7
66.60069,37.67628,2
-22.52146,-14.91166,2
57.55786,-31.15108,1
-33.78102,-31.38402,4
-61.35747,2.17609,8
-6.67676,20.07596,8
23.34996,39.07135,6
62.61329,-1.36663,2
35.05307,-43.93443,2
27.42766,-34.37157,2
18.63844,48.74312,6
18.88216,-36.86559,7
-21.73532,-3.26708,8
24.44999,-3.00149,1
-59.62833,0.78695,8
-21.32891,-10.09837,8
37.96902,-25.88375,1
-34.00977,-36.21302,9
-0.92697,58.74528,0
-4.23226,-28.50315,7
3.21312,-63.83111,9
21.34985,48.51477,6
22.78926,33.57319,6
-35.65317,-0.01129,8
52.08628,12.29452,2
-2.33773,26.50173,3
1.07070,16.38607,5
-13.24078,-54.06516,4
-7.81965,23.64847,5
-14.36839,-66.55928,4
24.23489,-16.61157,1
-48.16745,18.41697,3
30.35576,-58.46617,7
46.16444,-28.81926,1
4.91291,16.22935,5
19.20020,18.52973,0
0.64307,67.99010,0
-44.53273,-16.44686,8
-7.97250,10.71786,5
9.81383,19.32765,3
34.89028,-65.12012,7
30.89948,40.30287,6
-42.60201,-0.43954,8
47.88953,26.24321,2
-29.13220,5.89843,8
-9.81236,-56.16743,4
58.97510,0.16331,2
-45.85798,34.26123,3
27.43085,35.22316,6
-2.94425,-23.94083,2
-14.75574,-8.62612,8
1.85921,-19.88589,7
44.73802,6.02582,2
-14.90162,-65.08521,4
22.86054,-41.17444,7
-36.85123,30.95209,3
-37.65182,-54.44698,4
-10.62486,-60.65133,4
11.29243,7.28688,5
-9.87176,-61.98142,4
-51.43290,1.09618,8
-26.79134,30.57714,3
72.25973,-26.85900,1
4.44611,14.51553,5
64.73907,-21.95989,1
